地区	时间	地区名	第一产业	第二产业	第三产业
370000	2017	山东省	103.552595571591	106.30856498019199	109.067011950525
410000	2009	河南省	104.2	112.4	111.1
410000	2010	河南省	104.5	114.8	111.4
410000	2011	河南省	103.7	113.2	113.4
410000	2012	河南省	104.45567716106399	111.40355972341001	110.19684277275299
410000	2013	河南省	104.203240075965	109.59695718144	109.869202161335
410000	2014	河南省	104.04536273798901	109.44755734210399	109.57414808593599
410000	2015	河南省	104.4	107.7	110.9
410000	2016	河南省	104.2208687	107.272566	110.3133592
410000	2017	河南省	104.3	107.2	109.4
420000	2009	湖北省	105.2	116.8	112.3
420000	2010	湖北省	104.6	120.2	111.3
420000	2011	湖北省	104.4	117.9	112.0
420000	2012	湖北省	104.70004059835699	113.19708022818999	110.786062341502
420000	2013	湖北省	104.536209535175	111.293054328747	110.117214239919
420000	2014	湖北省	104.77	110.12	110.47
420000	2015	湖北省	104.54613221597799	108.268426404072	110.70372863361601
420000	2016	湖北省	103.9	107.8	109.5
420000	2017	湖北省	103.7	107.1	109.5
430000	2009	湖南省	105.0	118.9	111.3
430000	2010	湖南省	104.3	120.2	111.7
430000	2011	湖南省	104.2	117.0	111.0
430000	2012	湖南省	102.99974919080601	112.812963443388	112.20102833945101
430000	2013	湖南省	102.733727993744	110.864222902106	111.315504415823
430000	2014	湖南省	104.499795968589	109.320921446922	111.0363306675
430000	2015	湖南省	103.608241266623	107.29957892239099	111.19843182935101
430000	2016	湖南省	103.3	106.5	110.6
430000	2017	湖南省	103.6	106.7	110.3
440000	2009	广东省	104.9	109.2	110.8
440000	2010	广东省	104.5	114.7	110.6
440000	2011	广东省	104.2	110.5	110.0
440000	2012	广东省	103.847154717235	107.315279002591	109.543556266558
440000	2013	广东省	102.449327822277	108.00737332872299	109.600628466836
440000	2014	广东省	103.21706930565	107.93169447117799	107.991558907985
440000	2015	广东省	103.31066949703501	106.956508379727	109.465006284316
440000	2016	广东省	103.1193768	106.0660781	109.20515690000002
440000	2017	广东省	103.61954909161699	106.541620250681	108.745955638524
450000	2009	广西壮族自治区	105.2	117.7	113.8
450000	2010	广西壮族自治区	104.6	120.5	111.1
450000	2011	广西壮族自治区	104.8	116.4	110.5
450000	2012	广西壮族自治区	105.555372825224	114.20209268266001	109.815534845194
450000	2013	广西壮族自治区	104.130775620151	111.62577092259599	110.90309733277799
450000	2014	广西壮族自治区	103.858863487758	110.081964776779	108.10758287769501
450000	2015	广西壮族自治区	103.9	108.2	109.6
450000	2016	广西壮族自治区	103.4	107.4	108.6
450000	2017	广西壮族自治区	104.2	105.5	109.6
460000	2009	海南省	107.2	112.6	114.1
460000	2010	海南省	106.3	119.2	120.1
460000	2011	海南省	106.2	115.3	113.3
460000	2012	海南省	106.29012001116399	111.03227178801501	109.48093171323099
460000	2013	海南省	106.3	109.1	112.1
460000	2014	海南省	104.8	111.0	108.8
460000	2015	海南省	105.4	106.5	109.6
460000	2016	海南省	104.0	104.7	110.2
460000	2017	海南省	103.6	102.7	110.3
500000	2009	重庆市	105.5	117.9	113.5
500000	2010	重庆市	106.1	122.7	112.4
500000	2011	重庆市	105.1	121.8	110.8
500000	2012	重庆市	105.313935894054	115.598502284619	112.004160322801
500000	2013	重庆市	104.70761210987101	113.438854728151	112.323516404225
500000	2014	重庆市	104.4	112.7	110.0
500000	2015	重庆市	104.7	111.3	111.5
500000	2016	重庆市	104.6	111.3	111.0
500000	2017	重庆市	104.0	109.3	109.9
510000	2009	四川省	104.0	119.5	112.4
510000	2010	四川省	104.4	122.0	110.2
510000	2011	四川省	104.5	120.6	111.2
510000	2012	四川省	104.50008093670799	115.151671590138	111.609434156394
510000	2013	四川省	103.5	111.5	109.9
510000	2014	四川省	103.8	108.9	109.4
510000	2015	四川省	103.7	107.5	109.5
510000	2016	四川省	103.8	107.6	109.2
510000	2017	四川省	103.8	107.5	109.8
520000	2009	贵州省	104.3	112.1	113.1
520000	2010	贵州省	104.7	116.6	112.1
520000	2011	贵州省	101.2	117.9	116.5
520000	2012	贵州省	108.61935402273399	116.779608301446	112.10892830385099
520000	2013	贵州省	105.8	114.1	112.5
520000	2014	贵州省	106.6	112.3	110.4
520000	2015	贵州省	106.5	111.4	111.1
520000	2016	贵州省	106.0465315	111.2738429	111.4387449
520000	2017	贵州省	106.3	110.1	111.5
530000	2009	云南省	105.2	113.6	113.1
530000	2010	云南省	104.2	115.8	111.5
530000	2011	云南省	106.0	117.9	112.0
530000	2012	云南省	106.650210665191	116.680565164664	110.881665591302
530000	2013	云南省	106.8	112.5	113.5
530000	2014	云南省	106.2	109.1	107.4
530000	2015	云南省	105.9	108.6	109.6
530000	2016	云南省	105.6	108.9	109.5
530000	2017	云南省	106.06	110.67	109.54
540000	2009	西藏自治区	103.0	121.7	110.4
540000	2010	西藏自治区	103.2	114.1	113.7
540000	2011	西藏自治区	103.4	118.3	111.6
540000	2012	西藏自治区	103.36240855374201	114.44559051057199	112.04732879168199
540000	2013	西藏自治区	103.824690349803	119.994592402325	108.80338722968901
540000	2014	西藏自治区	104.16435274674801	114.563155795117	109.470327145217
540000	2015	西藏自治区	103.724801944491	115.692461014123	108.940564770655
540000	2016	西藏自治区	104.5	112.2	109.6
540000	2017	西藏自治区	104.109722764545	111.7	109.9
610000	2009	陕西省	104.9	113.8	115.3
610000	2010	陕西省	105.8	118.0	112.1
610000	2011	陕西省	105.9	116.4	112.5
610000	2012	陕西省	106.000363021485	114.841127689625	111.556504328509
610000	2013	陕西省	104.6	112.6	110.1
610000	2014	陕西省	105.1	110.9	108.9
610000	2015	陕西省	105.095208740025	106.55138503695999	110.514690706472
610000	2016	陕西省	104.0	107.3	108.8
610000	2017	陕西省	104.6	107.8	108.9
620000	2009	甘肃省	105.1	111.02	111.18
620000	2010	甘肃省	105.48	115.25	109.88
620000	2011	甘肃省	105.9	115.21	111.63
620000	2012	甘肃省	106.83830712507499	114.210581043419	112.46643121434099
620000	2013	甘肃省	105.50113283956699	111.296733624165	111.887654203385
620000	2014	甘肃省	105.509001825854	109.234471844221	109.46491122882601
620000	2015	甘肃省	105.38730602426399	107.375482103337	109.7265911429
620000	2016	甘肃省	105.5	106.8	108.9
620000	2017	甘肃省	105.444754452727	98.9500518687331	106.543936037159
630000	2009	青海省	105.0	111.34	109.79
630000	2010	青海省	105.9	119.28	112.14
630000	2011	青海省	104.8	117.38	109.73
630000	2012	青海省	105.198387438999	114.08990538082199	111.073909930135
630000	2013	青海省	105.3	112.3	109.8
630000	2014	青海省	105.2	110.0	108.8
630000	2015	青海省	105.1	108.4	108.6
630000	2016	青海省	105.4	108.5	108.0
630000	2017	青海省	104.9	107.2	107.9
640000	2009	宁夏回族自治区	107.3	114.4	110.0
640000	2010	宁夏回族自治区	107.4	116.0	111.6
640000	2011	宁夏回族自治区	105.1	117.6	107.2
640000	2012	宁夏回族自治区	105.84896642370701	113.824169953978	109.74871570228201
640000	2013	宁夏回族自治区	104.272180182327	112.49966136591401	107.461188196909
640000	2014	宁夏回族自治区	105.497142857143	109.17635915589099	106.85751145513599
640000	2015	宁夏回族自治区	104.566135846604	108.516832949792	107.93801128203
640000	2016	宁夏回族自治区	104.5	107.9	109.0
640000	2017	宁夏回族自治区	104.4	107.0	109.2
650000	2009	新疆维吾尔自治区	104.5	108.5	109.2
650000	2010	新疆维吾尔自治区	104.5	112.6	110.8
650000	2011	新疆维吾尔自治区	106.5	112.0	115.2
650000	2012	新疆维吾尔自治区	107.023653030844	113.655465079431	112.325941206808
650000	2013	新疆维吾尔自治区	106.9	112.5	110.9
650000	2014	新疆维吾尔自治区	105.9	111.2	110.4
650000	2015	新疆维吾尔自治区	105.9	107.3	112.2
650000	2016	新疆维吾尔自治区	105.8	106.2	109.4
650000	2017	新疆维吾尔自治区	104.8	106.4	109.5
